ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_PISODT,VPH_PISOTI,PROM_OCUP,P_TOTAL,P15PRI_IN,P15PRI_CO,P15SEC_CO,P15SEC_IN,P18YM_PB
19,Nuevo León,043,Rayones,0018,El Becerro,*,*,*,1,*,*,*,*,*
19,Nuevo León,043,Rayones,0024,Las Cañadas,18,2,3.95,79,24,16,7,1,1
19,Nuevo León,043,Rayones,0025,Cartagena,*,*,*,9,*,*,*,*,*
19,Nuevo León,043,Rayones,0026,El Carrillo,*,*,*,6,*,*,*,*,*
19,Nuevo León,043,Rayones,0029,Pablo L. Sidar (Casillas),52,1,3.45,183,48,25,27,4,6
19,Nuevo León,043,Rayones,0030,Las Casitas,*,*,*,6,*,*,*,*,*
19,Nuevo León,043,Rayones,0031,La Cebolla,8,0,3.50,28,11,5,0,1,0
19,Nuevo León,043,Rayones,0034,San Ciprián (Ciprián de Abajo),4,1,3.60,18,2,2,5,0,1
19,Nuevo León,043,Rayones,0037,La Conducta,*,*,*,2,*,*,*,*,*
19,Nuevo León,043,Rayones,0038,Los Cuartos,4,0,4.50,18,4,2,1,0,1
19,Nuevo León,043,Rayones,0039,El Cuervo,12,0,3,36,6,7,9,1,4
19,Nuevo León,043,Rayones,0041,Chihuahua,*,*,*,1,*,*,*,*,*
19,Nuevo León,043,Rayones,0045,Emilio Carranza,45,2,3.68,173,48,38,8,7,4
19,Nuevo León,043,Rayones,0047,Los Encinos,11,2,4.23,55,13,18,3,1,0
19,Nuevo León,043,Rayones,0051,Las Gallinas,11,0,4.09,45,19,1,4,2,0
19,Nuevo León,043,Rayones,0056,El Goche,31,1,2.75,88,25,12,16,3,7
19,Nuevo León,043,Rayones,0058,Los Pavorreales (La Hacienda),*,*,*,8,*,*,*,*,*
19,Nuevo León,043,Rayones,0059,El Jabalí,*,*,*,2,*,*,*,*,*
19,Nuevo León,043,Rayones,0060,Juquialanes,4,0,2,8,2,2,0,1,3
19,Nuevo León,043,Rayones,0061,Labores de Adentro,5,0,5.40,27,8,6,3,1,0
19,Nuevo León,043,Rayones,0068,Las Medias,5,0,4.20,21,11,2,1,0,2
19,Nuevo León,043,Rayones,0069,La Merced,3,0,2.67,8,4,1,0,0,1
19,Nuevo León,043,Rayones,0070,La Mesa,3,1,2.25,9,5,0,0,1,0
19,Nuevo León,043,Rayones,0071,Míreles y Anexas (Los Metates),*,*,*,10,*,*,*,*,*
19,Nuevo León,043,Rayones,0072,Monte Blanco,4,0,2.25,9,4,1,1,0,0
19,Nuevo León,043,Rayones,0073,Monte Redondo,*,*,*,5,*,*,*,*,*
19,Nuevo León,043,Rayones,0074,La Morita,3,0,4,12,1,2,1,1,0
19,Nuevo León,043,Rayones,0075,El Nogal,3,0,2.33,10,3,1,1,0,0
19,Nuevo León,043,Rayones,0076,Los Nogales,16,3,2.58,49,21,10,2,2,0
19,Nuevo León,043,Rayones,0082,Pedro Carrizales,22,5,3.85,104,15,14,15,3,11
19,Nuevo León,043,Rayones,0083,Pedro Carrizales,31,2,3.91,129,32,24,18,8,7
19,Nuevo León,043,Rayones,0084,La Peña,*,*,*,3,*,*,*,*,*
19,Nuevo León,043,Rayones,0087,Los Pocitos,3,1,3.25,13,3,3,0,1,0
19,Nuevo León,043,Rayones,0090,Puerto Grande,8,1,4.33,39,15,8,2,1,0
19,Nuevo León,043,Rayones,0093,Los Quemaditos,*,*,*,9,*,*,*,*,*
19,Nuevo León,043,Rayones,0095,El Ranchito,3,1,5,20,7,5,1,0,0
19,Nuevo León,043,Rayones,0097,El Real (El Realito),3,0,2.67,8,2,2,2,0,0
19,Nuevo León,043,Rayones,0098,Los García (Los Rincones),*,*,*,9,*,*,*,*,*
19,Nuevo León,043,Rayones,0099,La Sabanilla,3,0,2,6,2,2,0,0,0
19,Nuevo León,043,Rayones,0102,San Andrés,*,*,*,6,*,*,*,*,*
19,Nuevo León,043,Rayones,0103,San Blas,1,2,5,15,6,1,1,1,2
19,Nuevo León,043,Rayones,0105,San Juanito,5,0,2.80,14,5,2,2,0,1
19,Nuevo León,043,Rayones,0108,Santa Rita,*,*,*,5,*,*,*,*,*
19,Nuevo León,043,Rayones,0109,José María Morelos (Santa Rosa),46,8,3.83,207,55,46,17,7,6
19,Nuevo León,043,Rayones,0110,El Taray,1,2,2.67,8,3,1,0,0,0
19,Nuevo León,043,Rayones,0113,El Tepozán,5,0,2.80,14,7,2,0,1,0
19,Nuevo León,043,Rayones,0118,La Tosca,*,*,*,4,*,*,*,*,*
19,Nuevo León,043,Rayones,0119,Las Trancas,7,1,3,24,7,5,2,0,0
19,Nuevo León,043,Rayones,0121,El Tular,15,0,4.20,63,18,2,6,3,3
19,Nuevo León,043,Rayones,0122,La Ventana,6,0,2.83,17,6,2,1,3,1
19,Nuevo León,043,Rayones,0123,Mariano Escobedo (Las Venturas),17,2,3.32,63,14,11,10,3,5
19,Nuevo León,043,Rayones,0127,La Zorra,*,*,*,2,*,*,*,*,*
19,Nuevo León,043,Rayones,0128,El Barreno (Los Pedacitos),*,*,*,6,*,*,*,*,*
19,Nuevo León,043,Rayones,0130,El Alamar (El Sarro),*,*,*,9,*,*,*,*,*
19,Nuevo León,043,Rayones,0131,Los Cirrales,5,0,4.20,21,8,5,1,0,0
19,Nuevo León,043,Rayones,0133,La Diojeda,*,*,*,3,*,*,*,*,*
19,Nuevo León,043,Rayones,0134,Despoblado de Abajo,5,1,3.67,22,2,4,4,1,1
19,Nuevo León,043,Rayones,0139,Los Chilares,4,0,3.50,14,5,3,1,0,0
19,Nuevo León,043,Rayones,0142,Las Mesitas,*,*,*,3,*,*,*,*,*
19,Nuevo León,043,Rayones,0143,Rodrigo Ponce (La Nopalera),5,0,3.20,16,1,5,2,1,1
19,Nuevo León,043,Rayones,0146,Lagunillas,*,*,*,8,*,*,*,*,*
19,Nuevo León,043,Rayones,0147,El Barreno,2,1,2.67,8,3,0,1,1,0
19,Nuevo León,043,Rayones,0149,Ampliación Pedro Carrizales,24,3,3.37,91,16,13,17,2,8
19,Nuevo León,043,Rayones,0154,El Encinal (El Encinal de Abajo),*,*,*,4,*,*,*,*,*
19,Nuevo León,043,Rayones,0160,Los Corcovados,*,*,*,3,*,*,*,*,*
19,Nuevo León,043,Rayones,0161,La Hacienda,*,*,*,5,*,*,*,*,*
19,Nuevo León,043,Rayones,0164,El Gato,3,1,4.75,19,4,4,1,2,1
19,Nuevo León,043,Rayones,0167,Oscar Valdez,3,0,2.67,8,1,0,3,0,1
19,Nuevo León,043,Rayones,0168,Pedro Carrizales,3,0,3,9,1,1,3,0,2
19,Nuevo León,043,Rayones,0169,El Sabino Gordo,*,*,*,10,*,*,*,*,*
19,Nuevo León,043,Rayones,0170,Emiliano Zapata,44,2,3.59,165,25,16,31,9,17
19,Nuevo León,043,Rayones,0173,La Gloria,4,0,5.25,21,5,2,3,2,1
19,Nuevo León,043,Rayones,0175,El Potrero (Rancho de los Casas),*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0000,Total del Municipio,9796,99,3.45,34671,3118,4357,6128,1396,7643
19,Nuevo León,044,Sabinas Hidalgo,9998,Localidades de una vivienda,53,2,*,143,28,34,10,4,13
19,Nuevo León,044,Sabinas Hidalgo,9999,Localidades de dos viviendas,15,0,*,83,8,8,3,1,5
19,Nuevo León,044,Sabinas Hidalgo,0001,Ciudad Sabinas Hidalgo,9307,88,3.47,33068,2759,4051,5939,1342,7502
19,Nuevo León,044,Sabinas Hidalgo,0006,La Bandera,2,1,1.67,5,3,1,0,0,1
19,Nuevo León,044,Sabinas Hidalgo,0008,Buena Vista,45,1,2.89,136,39,31,22,2,3
19,Nuevo León,044,Sabinas Hidalgo,0009,Buenos Aires,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0012,Carboneras,42,0,3.10,130,34,37,12,2,18
19,Nuevo León,044,Sabinas Hidalgo,0016,El Ébano,13,2,2.27,34,13,4,5,0,2
19,Nuevo León,044,Sabinas Hidalgo,0018,El Encino,5,0,1.60,8,3,1,1,1,1
19,Nuevo León,044,Sabinas Hidalgo,0019,Las Enramadas,5,0,2.20,11,5,3,1,0,0
19,Nuevo León,044,Sabinas Hidalgo,0021,Garza Ayala,132,1,3.05,406,98,87,52,9,36
19,Nuevo León,044,Sabinas Hidalgo,0027,Monte Grande,3,1,2,8,3,4,0,1,0
19,Nuevo León,044,Sabinas Hidalgo,0030,Palo Blanco,*,*,*,5,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0032,Paso de Álamos,3,0,2.67,8,4,0,0,1,1
19,Nuevo León,044,Sabinas Hidalgo,0037,Los Sabinas,5,0,2.80,14,5,3,2,0,1
19,Nuevo León,044,Sabinas Hidalgo,0043,San Pedro de la Piedra,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0046,Sombreretillo,34,0,1.94,66,17,21,15,0,5
19,Nuevo León,044,Sabinas Hidalgo,0054,El Murmullo (Domingo Alegre),*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0070,Santa Lucía,*,*,*,10,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0107,Las Anacuas,*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0108,San Pablo,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0129,El Progreso (El Encinal),*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0130,Rancho Viejo,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0133,Juan José,*,*,*,6,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0135,Santa Clara,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0152,Los Landín,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0156,Mario Ancira (Sabinas) [Granja],4,0,4,16,4,2,2,0,0
19,Nuevo León,044,Sabinas Hidalgo,0192,La Enramada,2,0,3,9,0,2,0,0,0
19,Nuevo León,044,Sabinas Hidalgo,0194,Eloy Villarreal,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0197,Los Lirios,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0212,El Granjeno,*,*,*,6,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0215,Santa Cruz,*,*,*,6,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0216,Santa Margarita,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0239,El Encino Gacho (El Encino),*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0243,El Faisán,*,*,*,5,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0248,Los Jaboncillos,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0254,Kilómetro Seis,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0257,Luis Rodríguez Treviño,3,0,3.33,10,3,3,0,1,1
19,Nuevo León,044,Sabinas Hidalgo,0258,Los Morton,*,*,*,10,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0262,Los Olmos,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0263,Las Pachangas,4,0,4.25,17,1,6,2,0,1
19,Nuevo León,044,Sabinas Hidalgo,0267,Santa Irene,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0270,Los Pinos,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0271,El Pirul,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0273,El Ranchito,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0278,San Gerardo,4,0,7,28,4,5,1,2,1
19,Nuevo León,044,Sabinas Hidalgo,0280,San José,*,*,*,12,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0305,El Veintidós,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0309,Constitución,39,1,3.88,164,21,25,25,10,7
19,Nuevo León,044,Sabinas Hidalgo,0313,Víctor Garza,3,0,3.67,11,4,2,2,0,0
19,Nuevo León,044,Sabinas Hidalgo,0318,Eloy Villarreal,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0325,Las Comas,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0326,Las Cuatro Milpas,*,*,*,5,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0327,Jesús González,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0328,Manuel Ancira,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0329,San Javier,*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0331,Ninguno,*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0332,El Ranchito,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0333,Santa Cruz,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0334,Santa Elena,2,1,1,3,1,0,0,0,0
19,Nuevo León,044,Sabinas Hidalgo,0335,El Tepeyac,3,0,3.67,11,1,2,2,1,0
19,Nuevo León,044,Sabinas Hidalgo,0336,Los Tres Amigos,*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0340,Rancho Escondido,*,*,*,5,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0345,Rogelio Escamilla,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0346,Rancho Grande,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0348,El Paraíso,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0350,La Coma,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0351,Loma Larga,3,0,2.33,7,4,0,0,0,2
19,Nuevo León,044,Sabinas Hidalgo,0354,Saybi,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0359,Mariano Escobedo,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0360,El Capricho,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0369,El Basurero,*,*,*,8,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0376,Las Lomas,*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0378,Chavana [Triturados y Fletes],*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0379,El Paraíso,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0384,Jacobo Salinas Hernández,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0395,Zacatecas,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0400,Los Rangeles,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0406,Charco del Lobo,*,*,*,5,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0408,Oralda [Granja],*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0409,Héctor Maldonado,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0412,Las Flores,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0413,Don Tirzo,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0414,Las Garzas,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0415,Hacienda San Juan,*,*,*,3,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0416,La Rosita,9,0,2.78,28,1,0,6,0,10
19,Nuevo León,044,Sabinas Hidalgo,0418,Las Compuertas (Arturo Ancira),6,0,3.67,22,4,1,6,0,2
19,Nuevo León,044,Sabinas Hidalgo,0419,Los Corrales de Luis González,5,1,4.33,26,7,5,2,2,0
19,Nuevo León,044,Sabinas Hidalgo,0420,Oriente [Zona Industrial],4,0,4.50,18,1,3,5,0,7
19,Nuevo León,044,Sabinas Hidalgo,0421,Quinta GM,*,*,*,9,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0423,Los Serna,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0424,Graciano Bortoni,34,0,4.15,141,39,13,8,16,18
19,Nuevo León,044,Sabinas Hidalgo,0427,El Establo (Tomás Vázquez González),*,*,*,4,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0428,Valle Escondido (Colonia Lozano),6,0,5.17,31,4,3,5,1,6
19,Nuevo León,044,Sabinas Hidalgo,0433,Los Arcos [Zona de Tolerancia],*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0434,San Juanita,*,*,*,6,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0435,Ancira [Empacadora de Carnes],*,*,*,9,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0438,JL,*,*,*,1,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0441,Jesús Campos,*,*,*,2,*,*,*,*,*
19,Nuevo León,044,Sabinas Hidalgo,0442,El Refugio,1,0,3,9,0,0,0,0,0
19,Nuevo León,045,Salinas Victoria,0000,Total del Municipio,7791,397,3.83,32660,2541,4828,7473,1156,3692
19,Nuevo León,045,Salinas Victoria,9998,Localidades de una vivienda,109,4,*,365,64,78,46,13,14
19,Nuevo León,045,Salinas Victoria,9999,Localidades de dos viviendas,65,4,*,193,34,21,36,7,21
19,Nuevo León,045,Salinas Victoria,0001,Salinas Victoria,2267,19,3.71,8979,498,1269,2023,238,1640
19,Nuevo León,045,Salinas Victoria,0004,El Ancón,8,0,3.25,26,1,0,0,0,11
19,Nuevo León,045,Salinas Victoria,0006,Quince de Diciembre (La Vidriera),3,0,4.67,14,2,5,0,3,0
19,Nuevo León,045,Salinas Victoria,0007,La Barrosa,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0010,El Canelo,*,*,*,5,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0013,Las Carretas,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0014,Casa de Piedra,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0018,Las Codornices,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0019,El Colmenar (Los Quiroga),*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0021,Cuatro Emilios (La Concepción),*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0023,Las Delicias,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0028,La Floreña,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0031,Gomas y Mendiola (Rancho de Gomas),10,0,3.30,33,13,7,2,3,1
19,Nuevo León,045,Salinas Victoria,0033,Guadalupe,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0035,Ojasé,39,0,3.79,148,14,36,28,4,13
19,Nuevo León,045,Salinas Victoria,0039,Uña de Gato (Loma Blanca),12,0,2.83,34,6,12,7,0,0
19,Nuevo León,045,Salinas Victoria,0041,El Maguey,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0042,Mamulique [Estación],*,*,*,9,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0043,Mamulique,158,1,3.39,542,58,133,112,19,49
19,Nuevo León,045,Salinas Victoria,0044,El Mezquital (San Juan del Mezquital),*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0045,El Milagro,3,0,3.33,10,0,2,3,1,2
19,Nuevo León,045,Salinas Victoria,0048,Montelongo,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0049,Los Morales,197,3,3.82,764,83,144,147,34,69
19,Nuevo León,045,Salinas Victoria,0055,El Orégano,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0059,Palo Blanco,*,*,*,5,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0060,San Manuel,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0061,La Paloma,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0063,El Pedernal,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0064,Peñitas,*,*,*,5,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0066,Picachos de los Abuelos,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0067,Los Pozos,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0068,El Puerto,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0069,Puerto Grande,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0070,La Purísima (Güémez),*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0071,Los Quiroga,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0073,Doctor Ramón (Raíces),*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0074,Rancho Nuevo,21,0,4.38,92,16,39,9,4,0
19,Nuevo León,045,Salinas Victoria,0076,El Refugio,5,0,2.60,13,2,4,2,1,0
19,Nuevo León,045,Salinas Victoria,0079,El Roble,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0081,Salsipuedes,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0083,San Antonio,4,0,1.75,7,5,1,0,0,0
19,Nuevo León,045,Salinas Victoria,0085,San Benito (Santa Elena),3,0,2.33,10,2,2,1,0,0
19,Nuevo León,045,Salinas Victoria,0089,San Ignacio,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0090,Rancho Viejo,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0093,Unión San Javier,82,18,3.97,416,42,105,50,24,23
19,Nuevo León,045,Salinas Victoria,0095,San Juan de Guadalupe,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0096,San Juan Pesquerineño,7,0,2.14,15,9,0,2,2,0
19,Nuevo León,045,Salinas Victoria,0100,San Ramón,6,0,3.33,20,3,2,2,2,2
19,Nuevo León,045,Salinas Victoria,0101,San Roberto,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0102,San José (Santa Anita),*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0103,Santa Elena,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0105,Santa Martha,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0107,Teresita (La Puerta),4,0,3,12,3,2,1,1,2
19,Nuevo León,045,Salinas Victoria,0109,El Terrero,3,0,4,12,3,4,1,0,0
19,Nuevo León,045,Salinas Victoria,0111,El Tule,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0112,La Unión,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0114,Urrutias,23,1,2.96,71,17,14,7,1,6
19,Nuevo León,045,Salinas Victoria,0115,El Veinte (San Joel),*,*,*,8,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0116,El Vergel,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0118,Los Villarreales,214,3,3.69,811,106,154,159,36,70
19,Nuevo León,045,Salinas Victoria,0121,Milpillas,3,0,2.33,7,1,0,4,1,0
19,Nuevo León,045,Salinas Victoria,0142,Santa Clara,*,*,*,5,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0143,El Atorón,*,*,*,10,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0149,El Lindero,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0150,El Aguaje,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0151,El Cerrito,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0152,La Agonía,*,*,*,5,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0155,El Setenta (El Chilarito),*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0157,El Lantrisco,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0158,El Dique (El Viejo),*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0166,Las Angustias,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0173,Santa Mónica,*,*,*,7,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0174,San Pablo,5,0,4.20,21,4,3,2,1,1
19,Nuevo León,045,Salinas Victoria,0177,Brenda,10,0,3.60,36,7,9,3,0,1
19,Nuevo León,045,Salinas Victoria,0178,Dos de Marzo,3,0,3.33,10,0,2,3,1,0
19,Nuevo León,045,Salinas Victoria,0181,Las Lilas,5,0,3.40,17,4,6,0,2,1
19,Nuevo León,045,Salinas Victoria,0186,Punta de la Loma,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0211,San Juan,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0221,Los Morillos,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0226,El Mirador,3,0,2.33,7,0,1,2,0,0
19,Nuevo León,045,Salinas Victoria,0237,Salinas [Avícola],5,0,4,20,4,5,2,0,0
19,Nuevo León,045,Salinas Victoria,0239,El Leal (Predio Alfonso Martínez Domínguez),38,8,3.96,206,25,32,41,3,13
19,Nuevo León,045,Salinas Victoria,0241,Ciudad Satélite del Norte,865,3,3.71,3375,159,367,1044,64,493
19,Nuevo León,045,Salinas Victoria,0247,El Coyote,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0251,El Recodo,*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0254,El Alto,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0255,La Amistad,*,*,*,1,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0256,El Ancón [Granja Avícola],*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0257,El Ángel (Parcela Ochenta y Tres),3,0,1.33,4,2,0,0,0,1
19,Nuevo León,045,Salinas Victoria,0260,El Búfalo,*,*,*,6,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0261,Las Carretas (Rancho Tres),*,*,*,3,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0262,El Cenizo,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0264,Dinastía,*,*,*,2,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0265,El Cóndor [Granja Avícola],*,*,*,9,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0267,Cuatro de Abril,*,*,*,4,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0269,San Juan,*,*,*,5,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0270,Dolores (Los Morales),*,*,*,8,*,*,*,*,*
19,Nuevo León,045,Salinas Victoria,0271,Los Ébanos,*,*,*,4,*,*,*,*,*
