ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_PISODT,VPH_PISOTI,PROM_OCUP,P_TOTAL,P15PRI_IN,P15PRI_CO,P15SEC_CO,P15SEC_IN,P18YM_PB
19,Nuevo León,014,Dr. Arroyo,0010,Álvaro Obregón (Cruz de Costilla),24,1,3.65,95,18,16,17,2,2
19,Nuevo León,014,Dr. Arroyo,0011,Amaro,47,8,3.55,195,45,27,39,4,2
19,Nuevo León,014,Dr. Arroyo,0012,Los Arreozola,18,4,4.82,106,16,21,17,7,1
19,Nuevo León,014,Dr. Arroyo,0013,La Baticolla,*,*,*,11,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0014,La Bolsa,38,5,4.28,184,50,27,30,9,0
19,Nuevo León,014,Dr. Arroyo,0015,La Bolsa y Flores,13,0,3.08,40,8,6,8,0,2
19,Nuevo León,014,Dr. Arroyo,0016,La Boquilla,14,3,3.41,58,13,11,6,3,2
19,Nuevo León,014,Dr. Arroyo,0017,Boquillas,71,3,4.86,360,85,88,24,4,4
19,Nuevo León,014,Dr. Arroyo,0018,Buenavista (El Mitote),*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0020,El Canelo,36,3,4.15,162,34,19,32,9,8
19,Nuevo León,014,Dr. Arroyo,0021,Capaderito,42,2,4.14,182,39,48,18,6,2
19,Nuevo León,014,Dr. Arroyo,0022,El Capadero (Capadero Grande),9,1,3.50,35,8,7,4,3,0
19,Nuevo León,014,Dr. Arroyo,0023,Carmen de la Laja,82,5,3.85,335,73,69,44,12,20
19,Nuevo León,014,Dr. Arroyo,0024,Carmen de Castaño,70,7,4.62,359,71,28,59,21,4
19,Nuevo León,014,Dr. Arroyo,0025,Las Catorce,42,4,5.07,233,38,37,38,16,1
19,Nuevo León,014,Dr. Arroyo,0026,El Cerrito del Aire,36,0,3.47,125,37,23,15,3,6
19,Nuevo León,014,Dr. Arroyo,0027,Cerrito de Vacas,36,2,4.24,161,35,31,17,6,11
19,Nuevo León,014,Dr. Arroyo,0028,Coloradas,57,11,4.16,283,79,44,22,10,4
19,Nuevo León,014,Dr. Arroyo,0029,La Concepción,50,8,4.14,240,63,20,40,6,4
19,Nuevo León,014,Dr. Arroyo,0030,El Consuelo,35,3,3.92,149,34,28,28,6,6
19,Nuevo León,014,Dr. Arroyo,0031,La Contra de los Chávez,3,1,5.50,22,2,7,2,1,0
19,Nuevo León,014,Dr. Arroyo,0032,Cruz de Elorza,107,11,3.34,401,98,41,55,8,36
19,Nuevo León,014,Dr. Arroyo,0033,Los Cuartos,41,1,3.95,166,29,32,32,5,8
19,Nuevo León,014,Dr. Arroyo,0034,San Isidro de Martínez (Las Cuatas),12,0,3.92,47,9,5,8,1,1
19,Nuevo León,014,Dr. Arroyo,0035,Charco de la Granja,27,1,4.96,139,21,14,21,12,13
19,Nuevo León,014,Dr. Arroyo,0036,El Charquillo,71,1,4.08,294,33,46,57,12,46
19,Nuevo León,014,Dr. Arroyo,0037,La Chiripa,31,2,4.61,152,28,32,21,8,3
19,Nuevo León,014,Dr. Arroyo,0038,San José de los Degollado,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0039,San Francisco de los Desmontes,19,1,4.40,88,13,21,14,4,1
19,Nuevo León,014,Dr. Arroyo,0040,El Durazno,*,*,*,8,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0041,La Escondida de Arzola,28,1,4.66,138,12,30,19,9,3
19,Nuevo León,014,Dr. Arroyo,0042,San José de la Luz,18,3,5.05,106,22,17,2,1,0
19,Nuevo León,014,Dr. Arroyo,0043,Estanque Nuevo,30,0,3.83,115,31,20,4,1,3
19,Nuevo León,014,Dr. Arroyo,0045,Guadalupe de Silva,24,5,4.27,128,34,19,27,4,10
19,Nuevo León,014,Dr. Arroyo,0046,Las Huertas de Quiroga,18,2,4.80,96,26,8,1,2,0
19,Nuevo León,014,Dr. Arroyo,0047,El Jabalí,3,0,2.33,7,3,0,0,0,0
19,Nuevo León,014,Dr. Arroyo,0048,Las Jarillas,36,1,4.24,157,33,25,21,4,3
19,Nuevo León,014,Dr. Arroyo,0049,El Jarro,31,1,3.34,107,22,18,19,8,5
19,Nuevo León,014,Dr. Arroyo,0050,Jesús María de Berrones,36,14,4.16,208,55,49,23,4,2
19,Nuevo León,014,Dr. Arroyo,0051,Jesús María y el Salto,37,4,5.15,211,47,50,23,6,5
19,Nuevo León,014,Dr. Arroyo,0052,El Jilguero,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0053,La Joya del Orégano,8,0,4.38,35,3,5,4,0,8
19,Nuevo León,014,Dr. Arroyo,0054,Lagunita de Castillo,87,9,4.28,415,83,72,70,11,6
19,Nuevo León,014,Dr. Arroyo,0056,Lagunita y Ranchos Nuevos,20,3,3.74,86,22,18,7,3,4
19,Nuevo León,014,Dr. Arroyo,0057,La Lagunita,21,5,3.54,92,17,16,10,5,4
19,Nuevo León,014,Dr. Arroyo,0059,La Lajita,48,1,3.57,175,42,27,28,5,17
19,Nuevo León,014,Dr. Arroyo,0060,El Leoncito,15,3,2.78,50,20,8,4,0,0
19,Nuevo León,014,Dr. Arroyo,0061,La Lobera de Loera,3,0,2.67,8,6,0,0,0,1
19,Nuevo León,014,Dr. Arroyo,0062,La Lobera de Portillo,28,1,4.69,136,36,17,20,4,1
19,Nuevo León,014,Dr. Arroyo,0063,Entronque los Medina (La Loma),80,4,4.58,385,19,35,68,15,53
19,Nuevo León,014,Dr. Arroyo,0064,La Luz,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0065,La Luz de Tebaida,8,0,3.75,30,6,5,4,0,0
19,Nuevo León,014,Dr. Arroyo,0066,El Llano,4,0,2.75,11,1,1,1,1,0
19,Nuevo León,014,Dr. Arroyo,0067,Madrugadores,7,0,4.88,39,11,7,7,0,3
19,Nuevo León,014,Dr. Arroyo,0069,Los Medina,152,8,3.73,597,89,59,79,25,95
19,Nuevo León,014,Dr. Arroyo,0070,Mesa de González,26,7,3.33,110,35,27,10,2,2
19,Nuevo León,014,Dr. Arroyo,0072,Mesa del Traidor,61,6,4.60,313,72,53,17,20,5
19,Nuevo León,014,Dr. Arroyo,0073,El Milagro,18,0,4.06,73,12,22,10,2,2
19,Nuevo León,014,Dr. Arroyo,0076,El Mirador,2,1,2.33,7,2,2,0,1,0
19,Nuevo León,014,Dr. Arroyo,0078,Nueva Rosita,1,4,3.20,16,4,3,0,0,1
19,Nuevo León,014,Dr. Arroyo,0079,El Ojo de Agua,5,0,5.60,28,4,7,1,0,0
19,Nuevo León,014,Dr. Arroyo,0080,Palma Gorda,68,14,4.15,340,89,98,8,5,1
19,Nuevo León,014,Dr. Arroyo,0081,Panalillos,5,3,6.25,50,10,6,7,0,1
19,Nuevo León,014,Dr. Arroyo,0082,Panales de Arriba,63,14,5.13,395,74,66,69,17,2
19,Nuevo León,014,Dr. Arroyo,0083,El Pequeño,30,4,3.35,114,30,26,10,2,2
19,Nuevo León,014,Dr. Arroyo,0084,La Petaca,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0085,El Pineño,13,2,3.07,46,11,7,4,1,0
19,Nuevo León,014,Dr. Arroyo,0086,El Pocito,22,7,4.48,130,29,25,9,8,1
19,Nuevo León,014,Dr. Arroyo,0087,Pompeya,39,2,5.02,206,41,24,21,9,0
19,Nuevo León,014,Dr. Arroyo,0088,Presa de Guadalupe,16,0,3.13,50,10,12,3,1,2
19,Nuevo León,014,Dr. Arroyo,0089,Presa de Maltos,125,9,3.67,495,85,34,94,19,3
19,Nuevo León,014,Dr. Arroyo,0090,La Presa de Quintero,15,5,3.90,78,13,16,1,1,2
19,Nuevo León,014,Dr. Arroyo,0091,Presa San Antonio,27,0,3.81,103,28,29,7,5,1
19,Nuevo León,014,Dr. Arroyo,0092,Presa de San Carlos,61,3,5.19,332,51,32,30,12,0
19,Nuevo León,014,Dr. Arroyo,0093,La Presita de Macías,8,2,4.60,46,6,15,7,1,0
19,Nuevo León,014,Dr. Arroyo,0094,La Presita de Rueda,21,7,3.21,90,22,12,10,2,1
19,Nuevo León,014,Dr. Arroyo,0096,Puerta de Aguilar,17,0,4,68,11,16,7,4,1
19,Nuevo León,014,Dr. Arroyo,0097,Puerto de Dolores,48,2,3.88,194,28,29,34,7,10
19,Nuevo León,014,Dr. Arroyo,0098,La Puerta de Leija (La Lagunita),*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0099,Puerto del Aire,107,3,4.34,477,87,54,67,20,7
19,Nuevo León,014,Dr. Arroyo,0100,San José del Puerto,6,1,3.29,23,6,9,4,0,0
19,Nuevo León,014,Dr. Arroyo,0102,Santa Teresa (Don Jesús),9,4,4.38,57,13,8,10,1,0
19,Nuevo León,014,Dr. Arroyo,0103,Santa Teresa de San Juan (Rancho de Juana),2,1,3.67,11,2,3,2,0,0
19,Nuevo León,014,Dr. Arroyo,0104,Rancho Largo,22,7,3.97,115,22,15,14,5,11
19,Nuevo León,014,Dr. Arroyo,0105,La Reforma,10,0,4,40,11,8,5,1,5
19,Nuevo León,014,Dr. Arroyo,0106,El Refugio de Apanico,12,0,4,48,10,10,2,2,1
19,Nuevo León,014,Dr. Arroyo,0107,El Refugio de las Viejas,10,0,5.30,53,9,9,3,8,1
19,Nuevo León,014,Dr. Arroyo,0108,El Refugio de Cedillo,49,9,3.21,186,55,22,19,8,2
19,Nuevo León,014,Dr. Arroyo,0109,El Refugio y el Reparo,48,6,3.87,209,50,47,17,10,5
19,Nuevo León,014,Dr. Arroyo,0110,El Represadero,27,3,3.50,105,18,21,17,4,4
19,Nuevo León,014,Dr. Arroyo,0111,Rinconada de Martínez (San José de Rinconada),6,0,3.67,22,7,6,1,2,1
19,Nuevo León,014,Dr. Arroyo,0112,El Rucio,39,2,3.95,162,58,16,21,10,2
19,Nuevo León,014,Dr. Arroyo,0113,Los Saldaña (Santa Rita de los Saldaña),5,1,3,18,2,5,3,1,1
19,Nuevo León,014,Dr. Arroyo,0114,San Agustín de Valdez,17,3,3.95,79,18,8,17,4,1
19,Nuevo León,014,Dr. Arroyo,0117,San Antonio de Peña Nevada,87,10,4.30,417,77,44,65,25,8
19,Nuevo León,014,Dr. Arroyo,0119,San Blas,7,0,4.86,34,8,3,11,1,0
19,Nuevo León,014,Dr. Arroyo,0120,San Cayetano de Vacas,106,11,4.28,504,66,85,42,19,65
19,Nuevo León,014,Dr. Arroyo,0121,San Diego,3,0,2.67,8,4,0,0,0,0
19,Nuevo León,014,Dr. Arroyo,0122,San Felipe,2,2,4.50,18,0,5,2,0,1
19,Nuevo León,014,Dr. Arroyo,0123,San Felipe,18,3,4.24,89,16,19,9,3,7
19,Nuevo León,014,Dr. Arroyo,0124,San Francisco de Borja,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0125,San Francisco del Retiro,*,*,*,4,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0126,San Francisco del Yugo,15,2,4.24,72,20,13,11,5,0
19,Nuevo León,014,Dr. Arroyo,0127,San Francisco de la Mesa,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0128,San Francisco de Zúñiga,9,0,3.33,30,5,9,8,0,1
19,Nuevo León,014,Dr. Arroyo,0129,San Gregorio,24,0,3.56,89,26,15,10,3,3
19,Nuevo León,014,Dr. Arroyo,0130,San Ignacio de Torres,35,5,4.55,191,43,29,37,8,5
19,Nuevo León,014,Dr. Arroyo,0132,San Isidro de Fernández,45,1,4.04,194,35,45,27,4,7
19,Nuevo León,014,Dr. Arroyo,0133,San Joaquín,15,1,3.88,62,18,11,8,1,2
19,Nuevo León,014,Dr. Arroyo,0134,San José de Flores,26,1,4.48,121,25,14,14,7,12
19,Nuevo León,014,Dr. Arroyo,0135,San José del Palmar (El Pachón),14,1,4.33,71,13,10,14,1,3
19,Nuevo León,014,Dr. Arroyo,0136,San José del Sitio,23,4,3.96,107,24,20,11,9,1
19,Nuevo León,014,Dr. Arroyo,0137,San José y la Pinta,16,0,3.06,49,9,6,10,1,0
19,Nuevo León,014,Dr. Arroyo,0138,San Juan de la Cruz,98,7,3.90,410,62,73,32,17,4
19,Nuevo León,014,Dr. Arroyo,0139,San Juan del Palmar,99,5,3.86,405,85,50,61,16,4
19,Nuevo León,014,Dr. Arroyo,0141,San Juanito,20,6,4.23,110,25,27,8,2,1
19,Nuevo León,014,Dr. Arroyo,0142,San Mateo,6,1,4.43,31,6,3,1,0,1
19,Nuevo León,014,Dr. Arroyo,0143,San Miguel de los Aguirre,17,1,2.94,53,20,5,7,0,2
19,Nuevo León,014,Dr. Arroyo,0144,San Miguelito,17,0,2.82,48,14,8,8,1,0
19,Nuevo León,014,Dr. Arroyo,0145,San Pablo de Rueda,36,11,3.74,176,48,21,22,10,8
19,Nuevo León,014,Dr. Arroyo,0146,San Pedro de Nolasco,9,0,2.78,25,9,4,3,1,1
19,Nuevo León,014,Dr. Arroyo,0147,San Pedro de González (San Pedro de Rueda),100,8,4.11,448,124,67,60,16,3
19,Nuevo León,014,Dr. Arroyo,0148,San Rafael y la Cecilia,2,2,4.25,17,2,4,3,0,0
19,Nuevo León,014,Dr. Arroyo,0149,San Ramón de Fernández,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0150,San Ramón de los Martínez,152,9,3.37,543,146,82,76,27,8
19,Nuevo León,014,Dr. Arroyo,0151,San Vicente de Rueda,15,4,4.47,85,10,25,3,3,0
19,Nuevo León,014,Dr. Arroyo,0152,San Vicente de González,23,3,3.81,99,27,8,14,8,6
19,Nuevo León,014,Dr. Arroyo,0153,San Vicente de la Puerta,43,4,3.68,173,41,27,25,7,3
19,Nuevo León,014,Dr. Arroyo,0154,Santa Ana,99,2,3.71,375,66,44,69,9,37
19,Nuevo León,014,Dr. Arroyo,0155,Santa Anita,*,*,*,5,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0156,Santa Fe del Hueso (El Hueso),4,0,4,16,4,4,1,1,0
19,Nuevo León,014,Dr. Arroyo,0157,Santa Gertrudis,53,4,4.12,235,67,65,20,3,6
19,Nuevo León,014,Dr. Arroyo,0158,Santa Inés del Bosque,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0159,Santa Isabel,31,2,4,132,16,28,18,6,0
19,Nuevo León,014,Dr. Arroyo,0160,Santa Lucía,24,6,3.80,114,31,10,19,5,3
19,Nuevo León,014,Dr. Arroyo,0161,Santa Margarita,20,4,4.67,112,20,15,12,4,4
19,Nuevo León,014,Dr. Arroyo,0162,Santa María,42,1,4.09,176,43,43,32,8,4
19,Nuevo León,014,Dr. Arroyo,0163,Santa Mónica,2,1,1.67,5,1,1,0,0,0
19,Nuevo León,014,Dr. Arroyo,0164,Santa Rita,75,10,5.68,483,86,63,76,29,13
19,Nuevo León,014,Dr. Arroyo,0165,Santa Rosa,13,1,4.50,63,8,10,9,3,3
19,Nuevo León,014,Dr. Arroyo,0166,Santa Teresa y San Jerónimo,24,0,3.88,93,20,21,15,3,0
19,Nuevo León,014,Dr. Arroyo,0167,La Soledad de Ríos,0,3,5.67,17,2,4,3,0,0
19,Nuevo León,014,Dr. Arroyo,0168,El Tajo,22,2,3.67,88,19,10,14,4,8
19,Nuevo León,014,Dr. Arroyo,0169,Tanquecillos,33,1,4.59,156,29,31,14,9,4
19,Nuevo León,014,Dr. Arroyo,0170,La Tapona de Camarillo,85,3,4.53,403,71,72,29,26,3
19,Nuevo León,014,Dr. Arroyo,0171,La Tapona de Morales,5,1,2.67,16,4,2,3,0,0
19,Nuevo León,014,Dr. Arroyo,0172,El Tecolote,61,4,3.71,241,62,38,18,12,22
19,Nuevo León,014,Dr. Arroyo,0174,El Tepetate,9,0,4.44,40,10,9,3,2,2
19,Nuevo León,014,Dr. Arroyo,0175,Los Terreros,*,*,*,4,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0176,La Trinidad de Molina,2,1,3,9,3,0,2,0,1
19,Nuevo León,014,Dr. Arroyo,0177,La Trinidad de Zúñiga,4,2,3.67,22,7,1,7,0,1
19,Nuevo León,014,Dr. Arroyo,0178,La Unión y el Cardonal,108,11,3.97,473,119,86,59,16,13
19,Nuevo León,014,Dr. Arroyo,0179,La Vallejeña,4,0,3.25,13,2,1,1,0,0
19,Nuevo León,014,Dr. Arroyo,0180,Villa Seca,*,*,*,5,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0181,Las Vírgenes,16,2,5.06,91,14,19,21,6,1
19,Nuevo León,014,Dr. Arroyo,0182,La Yerba,171,8,4.32,773,155,118,88,48,24
19,Nuevo León,014,Dr. Arroyo,0183,La Zorra,13,1,3,42,14,6,5,3,2
19,Nuevo León,014,Dr. Arroyo,0186,Emiliano Zapata,9,0,5,45,8,3,7,1,1
19,Nuevo León,014,Dr. Arroyo,0191,Hoya la Venada,*,*,*,4,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0194,Vallecillos,14,0,3.71,52,14,13,6,0,0
19,Nuevo León,014,Dr. Arroyo,0196,San Diego (San Diego de Vacas),17,1,4.28,77,15,11,9,3,3
19,Nuevo León,014,Dr. Arroyo,0197,San Isidro,*,*,*,14,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0198,San Esteban,4,1,3.40,17,6,2,2,0,0
19,Nuevo León,014,Dr. Arroyo,0200,San Felipe de Martínez,8,1,5.67,51,10,13,0,9,0
19,Nuevo León,014,Dr. Arroyo,0201,La Tapona,*,*,*,6,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0203,El Salto,15,1,4.06,65,16,15,5,2,0
19,Nuevo León,014,Dr. Arroyo,0205,El Desierto,3,2,4.80,24,4,4,8,1,2
19,Nuevo León,014,Dr. Arroyo,0207,La Esperanza,6,0,6.83,41,4,17,6,0,0
19,Nuevo León,014,Dr. Arroyo,0208,El Toro,6,0,4.17,25,4,6,3,0,1
19,Nuevo León,014,Dr. Arroyo,0210,El Cuerero,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0211,San Andrés,7,0,2.14,15,9,1,3,0,2
19,Nuevo León,014,Dr. Arroyo,0212,La Taponcita,3,0,4,12,4,1,2,1,0
19,Nuevo León,014,Dr. Arroyo,0213,El Venadito,3,2,3.80,19,5,1,4,1,0
19,Nuevo León,014,Dr. Arroyo,0214,San Juan de la Reforma,2,1,5.33,16,5,4,1,0,0
19,Nuevo León,014,Dr. Arroyo,0215,San Francisco,2,1,5,15,6,1,0,0,0
19,Nuevo León,014,Dr. Arroyo,0217,Los Segovia,4,0,6.25,25,3,10,2,1,0
19,Nuevo León,014,Dr. Arroyo,0218,La Escondida del Palmito,*,*,*,6,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0219,La Parrita,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0221,San Antonio de Buenavista (Los Cochinitos),5,4,4.67,42,3,12,7,1,1
19,Nuevo León,014,Dr. Arroyo,0224,Tanque Colorado (Buenos Aires),*,*,*,8,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0226,Los Terrenos,19,2,4.33,91,22,16,18,4,2
19,Nuevo León,014,Dr. Arroyo,0228,La Punta de la Loma,5,0,3.20,16,4,2,4,0,0
19,Nuevo León,014,Dr. Arroyo,0229,El Puertecito,3,0,3.67,11,4,3,0,0,0
19,Nuevo León,014,Dr. Arroyo,0232,La Piaña,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0235,La Concepción,*,*,*,4,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0236,San Rafael del Castillo,9,2,5.50,66,13,12,5,1,7
19,Nuevo León,014,Dr. Arroyo,0238,La Mesa de Berrones,21,10,4.06,126,25,23,7,1,0
19,Nuevo León,014,Dr. Arroyo,0241,El Tropezón,4,0,6.25,25,4,7,0,2,0
19,Nuevo León,014,Dr. Arroyo,0242,San Juan,9,4,3.62,50,9,3,9,1,0
19,Nuevo León,014,Dr. Arroyo,0243,El Chapulín,5,0,3.40,17,3,2,0,0,0
19,Nuevo León,014,Dr. Arroyo,0244,El Fraile (El Coyote),4,0,3.50,14,2,0,3,0,0
19,Nuevo León,014,Dr. Arroyo,0251,La Escondida,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0252,La Luz de Sauceda,*,*,*,5,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0258,San Raúl de los Rojas,*,*,*,5,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0260,El Tasajillal,*,*,*,6,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0261,Valle Hermoso,*,*,*,16,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0264,Guadalupito,3,0,3,9,2,2,2,0,0
19,Nuevo León,014,Dr. Arroyo,0265,El Cincuenta (La Joya),*,*,*,6,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0266,San Pedro de las Huertas,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0268,Taponcita de Camarillo,4,2,6,36,4,8,2,3,1
19,Nuevo León,014,Dr. Arroyo,0269,Parada la Escondida,7,0,4,28,1,2,2,0,10
19,Nuevo León,014,Dr. Arroyo,0270,Parada del Mirador,5,0,3.80,19,4,1,4,0,3
19,Nuevo León,014,Dr. Arroyo,0273,San Isidrillo,14,0,2.79,39,10,9,3,4,1
19,Nuevo León,014,Dr. Arroyo,0277,El Rescoldal,*,*,*,4,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0281,San Julián,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0282,Cumbres,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0284,La Guerrilla,*,*,*,7,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0285,El Canelo (Los Jacales),4,3,3.71,26,7,0,2,1,3
19,Nuevo León,014,Dr. Arroyo,0286,La Lagunita,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0296,Parada Cruz de Elorza (Kilómetro Treinta Cruz de Elorza),3,1,4.75,19,3,3,0,1,2
19,Nuevo León,014,Dr. Arroyo,0297,Parada la Baticolla (La Escondida),4,0,3.50,14,1,3,3,0,0
19,Nuevo León,014,Dr. Arroyo,0298,Puerta Vieja,*,*,*,8,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0304,Santa Ana,3,0,5.67,17,3,2,2,1,3
19,Nuevo León,014,Dr. Arroyo,0305,La Tiradera,2,1,2,6,5,0,1,0,0
19,Nuevo León,014,Dr. Arroyo,0310,La Tiradera (San Francisco de la Mesa),*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0313,Los Delgado (El Jabalí de Arriba),*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0316,Majada el Mirador,9,1,3.90,39,4,14,2,1,2
19,Nuevo León,014,Dr. Arroyo,0318,El Pacífico,*,*,*,10,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0321,El Canelo (Rancho Luna),*,*,*,10,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0323,El Coyonoxtle,*,*,*,17,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0324,El Herradero (Majada de Darío),*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0326,El Dieciséis,*,*,*,9,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0327,Majada Dolores,*,*,*,5,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0329,El Porvenir,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0333,El Potrerito,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0335,La Esquina,*,*,*,7,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0336,El Cuarto,*,*,*,7,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0339,Los Tres Partidos,*,*,*,9,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0342,Guadalupe,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0346,El Pollero,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0347,La Minita,*,*,*,12,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0350,La Esmeralda,*,*,*,6,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0359,Emigdio Molina,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0360,Los Lara (Rancho Nuevo),9,0,4.11,37,10,3,4,1,0
19,Nuevo León,014,Dr. Arroyo,0368,La Curva,*,*,*,9,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0369,La Escondida,2,1,3.67,11,3,1,2,2,0
19,Nuevo León,014,Dr. Arroyo,0375,La Laguna,14,1,4.07,61,6,5,9,3,9
19,Nuevo León,014,Dr. Arroyo,0376,Parada Santa Rita,2,2,4.50,18,2,2,1,0,2
19,Nuevo León,014,Dr. Arroyo,0378,Santa Fe del Rucio,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0379,Napoleón Espinoza Pérez,*,*,*,8,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0382,El Jilguero,5,1,4.17,25,7,3,3,3,0
19,Nuevo León,014,Dr. Arroyo,0384,Las Majadas (Majadas de los Hernández),*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0385,El Mirador,*,*,*,3,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0389,Cornelio Reyes Cortez,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0392,Hermanos Zapata,4,0,2.25,9,2,3,3,0,0
19,Nuevo León,014,Dr. Arroyo,0395,San José,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0397,Sofío Martínez Pérez,*,*,*,5,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0402,Pulgas,1,2,2,6,1,0,0,1,0
19,Nuevo León,014,Dr. Arroyo,0404,Ninguno,3,0,5.67,17,0,4,1,0,2
19,Nuevo León,014,Dr. Arroyo,0411,Las Víboras,*,*,*,2,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0417,Majada de Rodríguez,0,4,6.25,25,5,3,5,1,4
19,Nuevo León,014,Dr. Arroyo,0418,Tanque San Pedro,2,1,3.67,11,5,1,1,0,0
19,Nuevo León,014,Dr. Arroyo,0419,Eleazar Martínez,*,*,*,7,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0421,Los Corazones,*,*,*,6,*,*,*,*,*
19,Nuevo León,015,Dr. Coss,0000,Total del Municipio,527,6,3.18,1716,422,322,245,61,135
19,Nuevo León,015,Dr. Coss,9998,Localidades de una vivienda,23,0,*,66,25,11,4,3,5
19,Nuevo León,015,Dr. Coss,9999,Localidades de dos viviendas,34,0,*,97,36,17,11,3,1
19,Nuevo León,015,Dr. Coss,0001,Doctor Coss,222,5,3.42,790,151,146,128,21,74
19,Nuevo León,015,Dr. Coss,0003,La Alameda,*,*,*,2,*,*,*,*,*
19,Nuevo León,015,Dr. Coss,0004,La Alberca,*,*,*,6,*,*,*,*,*
19,Nuevo León,015,Dr. Coss,0005,Altamira,*,*,*,3,*,*,*,*,*
19,Nuevo León,015,Dr. Coss,0006,Las Ánimas,5,0,2.20,11,5,2,1,2,0
19,Nuevo León,015,Dr. Coss,0007,Araujo,3,0,5,15,7,2,1,0,0
